time,ps,pl,ard1,ard2,ard3,ard4,ard5
10111157,31.19,30.41,28.5,27.0,26.0,23.75,20.75
10111207,31.17,30.54,28.25,27.0,26.25,23.75,20.75
10111217,30.53,30.53,28.25,27.0,26.0,23.75,20.75
10111227,31.19,30.42,28.5,27.0,26.25,23.75,20.5
10111237,31.45,30.31,28.5,27.0,26.25,23.75,20.75
10111247,32.73,30.06,28.25,27.0,26.25,23.75,20.75
10111257,32.84,30.05,28.5,27.0,26.25,23.75,20.75
10111307,33.09,30.26,28.5,27.0,26.25,23.75,20.5
10111317,31.01,30.13,28.5,27.0,26.25,23.75,20.75
10111327,30.81,30.27,28.5,27.0,26.25,23.75,20.75
10111337,32.11,30.40,28.5,27.0,26.25,23.75,20.75
10111347,31.01,30.34,28.5,27.0,26.25,23.75,20.5
10111357,31.98,30.05,28.25,27.0,26.25,23.75,20.75
10111407,32.58,30.29,28.5,27.0,26.25,23.75,20.75
10111417,30.94,30.55,28.5,27.0,26.25,23.75,20.75
10111427,30.99,30.64,28.5,27.0,26.25,23.75,20.75
10111437,32.31,30.52,28.25,27.0,26.25,23.75,20.75
10111447,32.14,30.26,28.5,27.0,26.25,23.75,20.75
10111457,31.39,30.17,28.5,27.0,26.25,23.75,20.75
10111507,32.34,30.62,28.5,27.0,26.25,23.75,20.75
10111517,31.79,30.34,28.25,27.0,26.25,23.75,20.75
10111527,30.88,30.49,28.5,27.0,26.25,23.75,20.75
10111537,31.16,30.58,28.5,27.0,26.25,23.75,20.75
10111547,30.56,30.26,28.25,27.0,26.25,23.75,20.75
10111557,33.01,30.68,28.5,27.0,26.25,23.75,20.75
10111607,31.60,30.42,28.5,27.0,26.25,23.75,20.75
10111617,31.86,30.62,28.5,27.0,26.25,23.75,20.75
10111627,32.43,30.76,28.5,27.0,26.25,23.75,20.75
10111637,31.66,30.67,28.5,27.0,26.25,23.75,20.75
10111647,31.53,30.68,28.5,27.0,26.25,23.75,20.75
10111657,31.56,30.49,28.5,27.0,26.25,23.75,20.75
10111707,31.51,30.44,28.5,27.0,26.25,23.75,20.75
10111717,32.20,30.45,28.5,27.0,26.25,23.75,20.75
10111727,32.43,30.39,28.5,27.0,26.25,23.75,20.75
10111737,31.30,30.52,28.5,27.0,26.25,23.75,20.75
10111747,31.02,30.55,28.5,27.0,26.25,23.75,20.75
10111757,32.72,30.63,28.5,27.0,26.25,23.75,20.75
10111807,30.50,30.45,28.5,27.0,26.25,23.75,20.75
10111817,32.08,30.43,28.5,27.0,26.25,23.75,20.75
10111827,31.89,30.58,28.5,27.0,26.25,23.75,20.75
10111837,31.74,30.25,28.5,27.0,26.25,23.75,20.75
10111847,31.42,30.56,28.5,27.0,26.25,23.75,20.75
10111857,30.99,30.51,28.5,27.0,26.25,23.75,20.75
10111907,31.91,30.52,28.5,27.0,26.25,23.75,20.75
10111917,31.31,30.90,28.5,27.0,26.25,23.75,20.75
10111927,32.18,30.06,28.5,27.0,26.25,23.75,20.75
10111937,32.81,30.38,28.5,27.0,26.25,23.75,20.75
10111947,31.79,30.42,28.5,27.0,26.25,23.75,20.75
10111958,32.83,30.27,28.5,27.0,26.25,23.75,20.75
10112008,31.02,30.61,28.5,27.0,26.25,23.75,20.75
10112018,31.74,30.23,28.5,27.0,26.25,23.75,20.75
10112028,31.10,30.58,28.5,27.0,26.25,23.75,20.75
10112038,32.15,30.13,28.5,27.0,26.25,23.75,20.75
10112048,32.58,30.37,28.5,27.0,26.25,23.75,20.75
10112058,31.43,30.39,28.5,27.0,26.25,23.75,20.75
10112108,31.48,30.24,28.5,27.0,26.25,23.75,20.75
10112118,31.11,30.59,28.5,27.0,26.25,23.75,20.75
10112128,30.98,30.25,28.5,27.0,26.25,23.75,20.75
10112138,32.38,30.80,28.5,27.0,26.25,23.75,20.75
10112148,32.32,30.76,28.5,27.0,26.25,23.75,20.75
10112158,32.51,30.64,28.5,27.0,26.25,23.75,20.75
10112208,30.44,30.47,28.5,27.0,26.25,23.75,20.75
10112218,32.05,30.50,28.5,27.0,26.25,23.75,20.75
10112228,31.72,30.39,28.5,27.0,26.25,23.75,20.75
10112238,32.35,30.48,28.5,27.0,26.25,23.75,20.75
10112248,31.11,30.52,28.5,27.0,26.25,23.75,20.75
10112258,30.59,29.87,28.5,27.0,26.25,23.75,20.75
10112308,30.61,30.38,28.5,27.0,26.25,23.75,20.75
10112318,30.56,30.41,28.5,27.0,26.25,23.75,20.75
10112328,32.47,30.52,28.5,27.0,26.25,23.75,20.75
10112338,31.66,30.26,28.5,27.0,26.25,24.0,20.75
10112348,31.94,30.23,28.5,27.0,26.25,23.75,20.75
10112358,32.25,30.48,28.5,27.0,26.25,23.75,20.75
10112408,32.03,30.63,28.5,27.0,26.25,24.0,20.75
10112418,31.86,30.77,28.5,27.0,26.25,23.75,20.75
10112428,32.34,30.36,28.5,27.0,26.25,23.75,20.75
10112438,30.44,30.49,28.5,27.0,26.25,23.75,20.75
10112448,32.03,30.35,28.5,27.0,26.25,23.75,20.75
10112458,30.99,30.73,28.5,27.0,26.25,23.75,20.75
10112508,32.21,30.55,28.5,27.0,26.25,23.75,20.75
10112518,31.80,30.29,28.5,27.0,26.25,24.0,20.75
10112528,31.98,30.62,28.5,27.0,26.25,23.75,20.75
10112538,32.05,30.13,28.5,27.0,26.25,23.75,20.75
10112548,31.98,30.29,28.5,27.0,26.25,23.75,20.75
10112558,31.27,30.57,28.5,27.0,26.25,23.75,20.75
10112608,31.04,30.42,28.5,27.0,26.25,23.75,20.75
10112618,32.08,30.42,28.5,27.0,26.25,23.75,20.75
10112628,31.72,30.65,28.5,27.0,26.25,23.75,20.75
10112638,30.87,30.45,28.5,27.0,26.25,23.75,20.75
10112648,32.15,30.58,28.5,27.0,26.25,23.75,20.75
10112658,32.73,30.23,28.5,27.0,26.25,23.75,20.75
10112708,32.06,30.70,28.5,27.0,26.25,23.75,20.75
10112718,30.61,30.68,28.5,27.0,26.25,23.75,20.75
10112728,30.64,30.55,28.5,27.0,26.25,23.75,20.75
10112738,32.21,30.26,28.5,27.0,26.25,23.75,20.75
10112748,31.92,30.61,28.5,27.0,26.25,23.75,20.75
10112758,31.56,30.48,28.5,27.0,26.25,23.75,20.75
10112808,31.89,30.55,28.5,27.0,26.25,23.75,20.75
10112818,31.53,30.10,28.5,27.0,26.25,23.75,20.75
10112829,32.78,30.16,28.5,27.0,26.25,23.75,20.75
10112839,31.83,30.40,28.5,27.0,26.25,23.75,20.75
10112849,31.34,30.49,28.5,27.0,26.25,23.75,20.75
10112859,31.71,30.45,28.5,27.0,26.25,23.75,20.75
10112909,31.51,30.55,28.5,27.0,26.25,23.75,20.75
10112919,30.96,30.45,28.5,27.0,26.25,23.75,20.75
10112929,31.19,30.78,28.5,27.0,26.25,23.75,20.75
10112939,32.61,30.11,28.5,27.0,26.25,23.75,20.75
10112949,31.43,30.44,28.5,27.0,26.25,23.75,20.75
10112959,31.80,30.28,28.5,27.0,26.25,23.75,20.75
10113009,32.60,30.36,28.5,27.0,26.25,23.75,20.75
10113019,31.65,30.50,28.5,27.0,26.25,23.75,20.75
10113029,32.05,30.49,28.5,27.0,26.25,23.75,20.75
10113039,31.05,30.18,28.5,27.0,26.25,23.75,20.75
10113049,31.95,30.58,28.5,27.0,26.25,23.75,20.75
10113059,31.72,30.19,28.5,27.0,26.25,23.75,20.75
10113109,32.21,30.52,28.5,27.0,26.25,24.0,20.75
10113119,31.65,30.45,28.5,27.0,26.25,24.0,20.75
10113129,32.34,30.57,28.5,27.0,26.25,23.75,20.75
10113139,31.08,30.29,28.5,27.0,26.25,23.75,20.75
10113149,32.61,30.62,28.5,27.0,26.25,23.75,20.75
10113159,31.01,30.70,28.5,27.0,26.25,24.0,20.75
10113209,32.02,30.29,28.5,27.0,26.25,23.75,20.75
10113219,32.29,30.48,28.5,27.0,26.25,23.75,20.75
10113229,30.76,30.55,28.5,27.0,26.25,23.75,20.75
10113239,31.65,30.45,28.5,27.0,26.25,23.75,20.75
10113249,32.67,30.35,28.5,27.0,26.25,23.75,20.75
10113259,31.46,30.45,28.5,27.0,26.25,23.75,20.75
10113309,31.92,30.36,28.5,27.0,26.25,23.75,20.75
10113319,32.28,30.29,28.5,27.0,26.25,23.75,21.0
10113329,30.99,30.56,28.5,27.0,26.25,23.75,20.75
10113339,32.54,30.26,28.5,27.0,26.25,24.0,20.75
10113349,31.57,30.38,28.5,27.25,26.25,23.75,20.75
10113359,32.47,30.16,28.5,27.0,26.25,23.75,20.75
10113409,31.08,30.26,28.5,27.0,26.25,24.0,20.75
10113419,32.06,30.58,28.5,27.0,26.25,24.0,20.75
10113429,30.84,30.40,28.5,27.0,26.25,23.75,20.75
10113439,30.94,30.43,28.5,27.0,26.25,23.75,20.75
10113449,30.10,30.26,28.5,27.0,26.25,23.75,20.75
10113459,32.64,30.39,28.5,27.0,26.25,23.75,20.75
10113509,32.40,30.61,28.5,27.0,26.25,23.75,20.75
10113519,30.42,30.57,28.5,27.25,26.25,23.75,20.75
10113529,32.21,30.36,28.5,27.25,26.25,23.75,20.75
10113539,30.93,30.49,28.5,27.0,26.25,24.0,20.75
10113549,31.50,30.74,28.5,27.0,26.25,23.75,20.75
10113559,32.66,30.65,28.5,27.0,26.25,24.0,20.75
10113609,31.79,30.85,28.5,27.25,26.25,23.75,20.75
10113619,31.36,30.71,28.5,27.0,26.25,24.0,20.75
10113629,32.52,30.69,28.5,27.25,26.25,24.0,20.75
10113639,31.48,30.59,28.5,27.0,26.25,23.75,20.75
10113649,32.37,30.85,28.5,27.0,26.25,24.0,20.75
10113659,32.21,30.69,28.5,27.0,26.25,23.75,20.75
10113710,31.60,30.49,28.5,27.25,26.25,24.0,20.75
10113720,31.54,30.15,28.5,27.25,26.25,23.75,20.75
10113730,32.14,31.14,28.5,27.0,26.25,23.75,20.75
10113740,31.14,30.26,28.5,27.25,26.25,24.0,20.75
10113750,31.74,30.45,28.5,27.25,26.25,23.75,20.75
10113800,31.02,30.23,28.5,27.25,26.25,24.0,21.0
10113810,31.16,30.26,28.5,27.0,26.25,23.75,20.75
10113820,32.03,30.63,28.5,27.0,26.25,23.75,20.75
10113830,31.74,30.42,28.5,27.0,26.25,23.75,21.0
10113840,31.86,30.37,28.5,27.0,26.5,23.75,20.75
10113850,31.19,30.60,28.5,27.0,26.25,23.75,20.75
10113900,31.28,30.78,28.5,27.0,26.25,24.0,20.75
10113910,30.85,30.72,28.5,27.0,26.25,24.0,20.75
10113920,31.51,30.85,28.5,27.25,26.5,23.75,20.75
10113930,30.67,30.55,28.5,27.25,26.5,24.0,21.0
10113940,30.88,30.71,28.5,27.25,26.25,23.75,20.75
10113950,31.57,30.41,28.5,27.0,26.25,23.75,20.75
10114000,31.50,30.35,28.5,27.0,26.5,24.0,21.0
10114010,30.72,30.97,28.75,27.25,26.25,23.75,20.75
10114020,31.05,30.45,28.5,27.0,26.25,23.75,20.75
10114030,31.86,30.39,28.5,27.25,26.25,23.75,20.75
10114040,31.66,30.59,28.5,27.0,26.25,23.75,20.75
10114050,31.68,30.68,28.5,27.0,26.25,23.75,20.75
10114100,32.40,30.67,28.5,27.0,26.25,23.75,20.75
10114110,32.20,30.14,28.5,27.25,26.5,24.0,20.75
10114120,30.56,30.89,28.5,27.0,26.5,23.75,20.75
10114130,31.79,30.68,28.5,27.25,26.25,23.75,20.75
10114140,31.10,30.49,28.5,27.0,26.5,23.75,21.0
10114150,30.50,30.12,28.5,27.25,26.25,24.0,20.75
10114200,32.26,30.81,28.5,27.0,26.25,24.0,21.0
10114210,32.93,30.52,28.5,27.25,26.25,24.0,20.75
10114220,32.54,30.36,28.5,27.25,26.25,24.0,20.75
10114230,32.29,30.55,28.5,27.25,26.25,24.0,21.0
10114240,31.98,30.85,28.5,27.25,26.5,23.75,20.75
10114250,32.52,30.42,28.5,27.0,26.5,24.0,21.0
10114300,31.72,30.15,28.5,27.25,26.25,24.0,20.75
10114310,31.88,30.39,28.5,27.25,26.25,24.0,20.75
10114320,31.68,30.75,28.5,27.0,26.25,24.0,20.75
10114330,33.21,30.36,28.5,27.25,26.5,24.0,21.0
10114340,31.36,30.76,28.5,27.0,26.5,24.0,21.0
10114350,31.72,30.66,28.5,27.25,26.5,24.0,21.0
10114400,32.57,30.47,28.5,27.25,26.25,23.75,20.75
10114410,31.83,30.55,28.5,27.25,26.5,24.0,21.0
10114420,32.06,30.55,28.5,27.25,26.25,23.75,20.75
10114430,31.17,30.52,28.5,27.25,26.5,24.0,20.75
10114440,32.80,30.75,28.5,27.25,26.25,24.0,21.0
10114450,32.21,30.16,28.5,27.0,26.25,24.0,20.75
10114500,31.36,30.53,28.5,27.25,26.25,24.0,21.0
10114510,32.31,30.91,28.5,27.25,26.5,24.0,20.75
10114520,31.65,30.45,28.5,27.0,26.5,24.0,21.0
10114530,31.33,30.65,28.5,27.25,26.5,24.0,20.75
10114540,31.98,30.62,28.5,27.0,26.25,24.0,20.75
10114550,31.42,30.38,28.5,27.0,26.25,24.0,21.0
10114600,31.89,30.57,28.75,27.0,26.25,24.0,21.0
10114611,32.03,30.19,28.5,27.25,26.5,24.0,21.0
10114621,32.25,30.78,28.5,27.25,26.5,23.75,21.0
10114631,32.20,30.68,28.5,27.25,26.5,24.0,21.0
10114641,31.42,30.55,28.5,27.0,26.25,24.0,20.75
10114651,31.94,30.69,28.75,27.25,26.5,24.0,20.75
10114701,30.59,30.49,28.5,27.0,26.5,24.0,20.75
10114711,32.99,30.30,28.5,27.25,26.25,23.75,20.75
10114721,31.95,30.54,28.5,27.0,26.25,24.0,21.0
10114731,32.03,30.60,28.5,27.0,26.25,24.0,21.0
10114741,32.28,30.68,28.5,27.25,26.25,24.0,20.75
10114751,31.85,30.65,28.5,27.25,26.5,24.0,21.0
10114801,32.95,30.47,28.5,27.25,26.25,24.0,20.75
10114811,31.86,30.94,28.5,27.25,26.5,24.0,21.0
10114821,32.11,30.48,28.5,27.0,26.5,24.0,21.0
10114831,32.11,30.42,28.75,27.25,26.5,24.0,21.0
10114841,32.63,30.88,28.5,27.0,26.5,23.75,20.75
10114851,30.62,30.26,28.75,27.25,26.5,24.0,21.0
10114901,32.51,30.24,28.5,27.25,26.5,24.0,21.0
10114911,32.70,30.53,28.5,27.25,26.5,24.0,21.0
10114921,32.61,30.52,28.75,27.25,26.5,24.0,21.0
10114931,31.91,30.45,28.75,27.25,26.5,24.0,20.75
10114941,31.45,30.45,28.75,27.25,26.5,24.0,20.75
10114951,31.08,30.82,28.5,27.25,26.5,24.0,20.75
10115001,31.34,30.42,28.5,27.25,26.5,24.0,21.0
10115011,31.39,30.23,28.5,27.25,26.5,24.0,21.0
10115021,31.07,30.81,28.5,27.25,26.25,24.0,21.0
10115031,31.24,30.85,28.5,27.25,26.5,24.0,21.0
10115041,31.95,30.98,28.75,27.25,26.5,24.0,21.0
10115051,31.05,30.70,28.5,27.25,26.5,24.0,21.0
10115101,32.63,30.72,28.5,27.25,26.5,24.0,21.0
10115111,32.11,30.55,28.75,27.25,26.5,24.0,20.75
10115121,32.34,30.64,28.5,27.0,26.5,24.0,20.75
10115131,31.88,30.52,28.5,27.25,26.5,24.0,20.75
10115141,31.69,30.82,28.5,27.25,26.5,24.0,21.0
10115151,31.16,30.36,28.75,27.25,26.5,24.0,21.0
10115201,31.86,30.73,28.75,27.25,26.5,24.0,20.75
10115211,32.63,30.65,28.75,27.0,26.5,24.0,20.75
10115221,32.47,30.58,28.75,27.0,26.5,24.0,21.0
10115231,31.28,30.64,28.75,27.25,26.5,24.0,21.0
10115241,31.45,30.58,28.5,27.25,26.5,24.0,21.0
10115251,30.75,30.62,28.5,27.25,26.5,24.0,21.0
10115301,31.13,30.38,28.75,27.25,26.5,24.0,21.0
10115311,31.28,30.67,28.5,27.25,26.5,24.0,21.0
10115321,33.32,30.53,28.75,27.25,26.5,24.0,21.0
10115331,31.10,30.67,28.5,27.25,26.5,24.0,21.0
10115341,32.60,30.87,28.75,27.25,26.5,24.0,21.0
10115351,32.11,30.98,28.5,27.25,26.5,24.0,21.0
10115401,31.46,30.59,28.75,27.25,26.5,24.0,21.0
10115411,32.60,30.50,28.75,27.25,26.5,24.0,21.0
10115421,33.07,30.81,28.5,27.25,26.5,24.0,21.0
10115431,33.01,30.89,28.75,27.25,26.5,24.0,21.0
10115441,33.22,30.61,28.75,27.25,26.5,24.0,21.0
10115451,32.40,30.71,28.75,27.25,26.5,24.0,21.0
10115502,31.60,30.61,28.75,27.25,26.5,24.0,21.0
10115512,31.46,30.80,28.75,27.25,26.5,24.0,21.0
10115522,31.28,30.75,28.75,27.25,26.5,24.0,21.0
10115532,32.89,30.75,28.75,27.25,26.5,24.0,21.0
10115542,32.23,30.68,28.75,27.25,26.5,24.0,21.0
10115552,31.62,30.37,28.75,27.25,26.5,24.0,21.0
10115602,32.26,30.74,28.75,27.25,26.5,24.0,21.0
10115612,31.82,30.62,28.75,27.25,26.5,24.0,21.0
10115622,31.19,30.55,28.75,27.25,26.5,24.0,21.0
10115632,31.92,30.71,28.75,27.25,26.5,24.0,21.0
10115642,32.25,31.09,28.75,27.25,26.5,24.0,21.0
10115652,32.51,30.94,28.75,27.25,26.5,24.0,21.0
10115702,31.80,30.42,28.75,27.25,26.5,24.0,21.0
10115712,31.28,30.80,28.75,27.25,26.5,24.0,21.0
10115722,31.51,30.19,28.75,27.25,26.5,24.0,21.0
10115732,31.71,31.03,28.75,27.25,26.5,24.0,21.0
10115742,32.44,30.85,28.75,27.25,26.5,24.0,21.0
10115752,31.10,30.79,28.75,27.25,26.5,24.0,21.0
10115802,31.66,30.56,28.75,27.25,26.5,24.0,21.0
10115812,31.04,30.91,28.75,27.25,26.5,24.0,21.0
10115822,31.59,30.77,28.75,27.25,26.5,24.0,21.0
10115832,32.31,30.62,28.75,27.25,26.5,24.0,21.0
10115842,30.94,30.72,28.75,27.25,26.5,24.0,21.0
10115852,32.83,30.72,28.5,27.25,26.5,24.0,21.0
10115902,31.25,30.78,28.75,27.25,26.5,24.0,21.0
10115912,31.45,30.30,28.5,27.25,26.5,24.0,21.0
10115922,31.08,30.75,28.75,27.25,26.5,24.0,21.0
10115932,31.04,30.74,28.75,27.25,26.5,24.0,21.0
10115942,30.09,30.85,28.75,27.25,26.5,24.0,21.0
10115952,31.71,30.77,28.75,27.25,26.5,24.0,21.0
10120002,31.98,30.78,28.75,27.25,26.5,24.0,21.0
10120012,31.50,30.49,28.75,27.25,26.5,24.0,21.0
10120022,32.49,30.49,28.75,27.25,26.5,24.0,21.0
10120032,32.03,30.47,28.5,27.25,26.5,24.0,21.0
10120042,31.56,30.65,28.75,27.25,26.5,24.0,21.0
10120052,32.11,30.41,28.75,27.25,26.5,24.0,21.0
10120102,32.49,30.76,28.75,27.25,26.5,24.0,21.0
10120112,32.80,30.19,28.75,27.25,26.5,24.0,21.0
10120122,30.88,30.81,28.75,27.25,26.5,24.0,21.0
10120132,32.75,31.11,28.75,27.25,26.5,24.0,21.0
10120142,30.91,30.62,28.75,27.25,26.5,24.0,21.0
10120152,32.17,30.72,28.75,27.25,26.5,24.0,21.0
10120202,31.56,30.63,28.75,27.25,26.5,24.0,21.0
10120212,32.15,30.55,28.75,27.25,26.5,24.0,21.0
10120222,32.25,30.75,28.75,27.25,26.5,24.0,21.0
10120232,31.63,30.53,28.75,27.25,26.5,24.0,21.0
10120242,30.85,30.58,28.75,27.25,26.5,24.0,21.0
10120252,32.69,30.98,28.75,27.25,26.5,24.0,21.0
10120302,31.72,30.84,28.75,27.25,26.5,24.0,21.0
10120312,31.39,30.56,28.75,27.25,26.5,24.0,21.0
10120322,31.36,30.54,28.75,27.25,26.5,24.0,21.0
10120332,31.74,30.53,28.75,27.25,26.5,24.0,21.0
10120342,31.94,30.79,28.75,27.25,26.5,24.0,21.0
10120352,33.01,30.78,28.75,27.25,26.5,24.0,21.0
10120403,31.54,30.81,28.75,27.25,26.5,24.0,21.0
10120413,30.65,30.72,28.75,27.25,26.5,24.0,21.0
10120423,32.18,30.49,28.75,27.25,26.5,24.0,21.0
10120433,30.55,30.78,28.75,27.25,26.5,24.0,21.0
10120443,33.30,30.56,28.75,27.25,26.5,24.0,21.0
10120453,32.32,30.59,28.75,27.25,26.5,24.0,21.0
10120503,33.25,30.49,28.75,27.25,26.5,24.0,21.0
10120513,31.54,30.89,28.75,27.25,26.5,24.0,21.0
10120523,31.56,30.65,28.75,27.25,26.5,24.0,21.0
10120533,30.91,30.48,28.75,27.25,26.5,24.0,21.0
10120543,31.56,30.52,28.75,27.25,26.5,24.0,21.0
10120553,31.89,30.54,28.75,27.25,26.5,24.0,21.0
10120603,32.08,30.42,28.75,27.25,26.5,24.0,21.0
10120613,31.39,30.83,28.75,27.25,26.5,24.0,21.0
10120623,32.29,30.79,28.75,27.25,26.5,24.0,21.0
10120633,31.33,30.66,28.75,27.25,26.5,24.25,21.0
10120643,31.82,30.66,28.75,27.25,26.5,24.0,21.0
10120653,31.66,30.33,28.75,27.25,26.5,24.0,21.0
10120703,31.95,30.68,28.75,27.25,26.5,24.0,21.0
10120713,32.37,30.56,28.75,27.25,26.5,24.0,21.0
10120723,31.79,30.88,28.75,27.25,26.5,24.0,21.0
10120733,32.69,30.81,28.75,27.25,26.5,24.0,21.0
10120743,31.74,30.88,28.75,27.25,26.5,24.0,21.0
10120753,31.30,30.64,28.75,27.25,26.5,24.0,21.0
10120803,32.34,30.68,28.75,27.25,26.5,24.25,21.0
10120813,31.97,30.75,28.75,27.25,26.5,24.25,21.0
10120823,31.71,30.82,28.75,27.25,26.5,24.0,21.0
10120833,33.12,30.71,28.75,27.25,26.5,24.0,21.0
10120843,30.58,30.72,28.75,27.25,26.5,24.25,21.0
10120853,31.48,30.40,28.75,27.25,26.5,24.0,21.0
10120903,32.51,30.68,28.75,27.25,26.5,24.0,21.0
10120913,31.28,30.93,28.75,27.25,26.5,24.25,21.0
10120923,31.14,30.52,28.75,27.25,26.5,24.0,21.0
10120933,31.66,30.98,28.75,27.25,26.5,24.0,21.0
10120943,31.66,30.88,28.75,27.25,26.5,24.0,21.0
10120953,32.34,30.89,28.75,27.25,26.5,24.25,21.0
10121003,31.14,30.65,28.75,27.25,26.5,24.0,21.0
10121013,31.37,30.81,28.75,27.25,26.5,24.25,21.0
10121023,31.54,30.52,28.75,27.25,26.5,24.0,21.0
10121033,31.85,30.83,28.75,27.25,26.5,24.0,21.0
10121043,32.92,30.77,28.75,27.25,26.5,24.0,21.0
10121053,32.37,30.62,28.75,27.25,26.5,24.0,21.0
10121103,31.46,30.74,28.75,27.25,26.5,24.0,21.0
10121113,31.50,30.63,28.75,27.25,26.5,24.0,21.0
10121123,31.68,30.81,28.75,27.25,26.5,24.0,21.0
10121133,32.31,30.59,28.75,27.25,26.5,24.25,21.0
10121143,31.68,30.37,28.75,27.5,26.5,24.0,21.0
10121153,32.66,30.65,28.75,27.25,26.5,24.0,21.0
10121203,31.60,30.48,28.75,27.25,26.5,24.0,21.0
10121213,31.01,30.45,28.75,27.25,26.5,24.0,21.0
10121223,30.76,30.75,28.75,27.25,26.5,24.0,21.0
10121233,31.51,30.71,28.75,27.25,26.5,24.25,21.0
10121243,32.23,30.62,28.75,27.25,26.5,24.25,21.0
10121254,31.74,30.72,28.75,27.5,26.5,24.25,21.0
10121304,30.70,30.78,28.75,27.25,26.5,24.0,21.0
10121314,31.79,30.51,28.75,27.25,26.5,24.0,21.0
10121324,31.86,30.72,28.75,27.25,26.5,24.0,21.0
10121334,31.59,30.49,28.75,27.25,26.75,24.0,21.0
10121344,32.38,30.63,28.75,27.5,26.5,24.0,21.25
10121354,33.16,31.23,28.75,27.5,26.5,24.25,21.0
10121404,32.34,30.76,28.75,27.25,26.75,24.0,21.0
10121414,32.03,30.98,28.75,27.5,26.5,24.0,21.25
10121424,32.23,30.68,28.75,27.5,26.5,24.0,21.0
10121434,30.49,30.73,28.75,27.5,26.5,24.0,21.0
10121444,32.29,30.51,28.75,27.25,26.5,24.0,21.0
10121454,31.59,30.50,28.75,27.25,26.75,24.0,21.25
10121504,31.31,30.68,28.75,27.25,26.5,24.0,21.0
10121514,32.18,31.28,28.75,27.25,26.75,24.25,21.25
10121524,30.96,30.72,28.75,27.5,26.5,24.0,21.0
10121534,31.37,30.57,28.75,27.5,26.5,24.0,21.0
10121544,31.51,30.68,28.75,27.5,26.5,24.25,21.0
10121554,33.15,31.00,28.75,27.5,26.5,24.0,21.25
10121604,33.03,30.88,28.75,27.25,26.5,24.0,21.25
10121614,31.89,30.72,28.75,27.25,26.5,24.25,21.25
10121624,32.29,30.91,28.75,27.25,26.5,24.0,21.25
10121634,31.42,30.66,28.75,27.25,26.5,24.0,21.25
10121644,31.68,30.50,28.75,27.25,26.75,24.25,21.25
10121654,32.34,30.85,28.75,27.5,26.75,24.0,21.0
10121704,32.02,30.58,28.75,27.5,26.75,24.25,21.25
10121714,32.37,31.04,28.75,27.25,26.5,24.0,21.25
10121724,32.61,30.49,28.75,27.25,26.75,24.0,21.25
10121734,32.25,30.86,28.75,27.5,26.75,24.25,21.25
10121744,31.48,30.52,29.0,27.25,26.75,24.25,21.0
10121754,31.22,30.75,28.75,27.25,26.5,24.25,21.25
10121804,31.39,30.95,28.75,27.5,26.75,24.25,21.25
10121814,33.24,30.62,28.75,27.5,26.75,24.25,21.25
10121824,31.51,30.68,28.75,27.25,26.75,24.0,21.25
10121834,32.25,30.55,28.75,27.25,26.5,24.25,21.25
10121844,32.60,30.65,28.75,27.5,26.75,24.25,21.0
10121854,32.55,30.72,28.75,27.5,26.75,24.0,21.25
10121904,31.83,30.65,28.75,27.5,26.5,24.0,21.0
10121914,32.49,30.65,28.75,27.25,26.75,24.25,21.25
10121924,32.43,30.48,28.75,27.5,26.5,24.0,21.25
10121934,32.23,30.95,28.75,27.5,26.5,24.25,21.25
10121944,32.41,31.04,28.75,27.5,26.75,24.25,21.25
10121954,31.20,30.92,28.75,27.5,26.75,24.25,21.25
10122004,33.09,30.95,29.0,27.5,26.5,24.25,21.25
10122014,31.86,30.64,28.75,27.5,26.75,24.25,21.25
10122024,31.17,30.79,28.75,27.25,26.5,24.0,21.0
10122034,32.12,30.65,28.75,27.25,26.5,24.0,21.0
10122044,32.37,30.47,29.0,27.5,26.75,24.25,21.25
10122054,32.09,31.14,28.75,27.5,26.75,24.25,21.0
10122104,32.12,30.83,28.75,27.5,26.75,24.25,21.0
10122114,32.86,30.81,28.75,27.5,26.5,24.25,21.25
10122124,33.16,30.79,28.75,27.25,26.5,24.25,21.25
10122135,31.33,30.82,28.75,27.5,26.75,24.25,21.25
10122145,31.98,30.75,28.75,27.5,26.5,24.25,21.25
10122155,32.75,30.78,28.75,27.5,26.5,24.25,21.25
10122205,33.15,30.92,28.75,27.5,26.75,24.25,21.25
10122215,31.82,30.97,28.75,27.5,26.5,24.25,21.25
10122225,31.68,30.87,28.75,27.5,26.5,24.25,21.25
10122235,31.34,30.85,28.75,27.5,26.75,24.25,21.25
10122245,31.77,30.83,28.75,27.5,26.75,24.25,21.25
10122255,31.94,30.61,28.75,27.5,26.75,24.25,21.25
10122305,31.28,30.85,28.75,27.5,26.75,24.25,21.25
10122315,32.08,31.07,28.75,27.5,26.75,24.25,21.25
10122325,32.17,30.71,28.75,27.5,26.75,24.25,21.25
10122335,31.97,30.98,28.75,27.5,26.5,24.25,21.25
10122345,31.72,30.99,28.75,27.5,26.5,24.25,21.25
10122355,31.92,30.49,28.75,27.25,26.75,24.0,21.25
10122405,31.42,30.62,28.75,27.5,26.75,24.25,21.25
10122415,32.43,30.64,28.75,27.5,26.75,24.25,21.25
10122425,32.00,31.18,28.75,27.5,26.75,24.25,21.25
10122435,32.95,30.98,28.75,27.5,26.75,24.25,21.25
