time,ps,pl,ard1,ard2,ard3,ard4,ard5
09225931,32.64,32.14,30.5,28.75,28.0,25.75,22.25
09225941,34.82,32.41,30.25,28.75,28.0,25.75,22.25
09225951,34.89,32.14,30.25,28.75,28.0,25.75,22.25
09230001,33.59,32.22,30.5,28.75,28.0,25.75,22.25
09230011,34.25,32.57,30.25,28.75,28.0,25.75,22.25
09230021,34.00,32.19,30.25,28.75,28.0,25.75,22.25
09230031,32.90,32.51,30.25,28.75,28.0,25.75,22.25
09230041,33.97,32.42,30.25,28.75,28.0,25.75,22.25
09230051,33.71,31.98,30.5,28.75,28.0,25.75,22.25
09230101,33.62,32.38,30.5,28.75,28.0,25.75,22.25
09230111,35.11,32.34,30.25,28.75,28.0,25.75,22.25
09230121,32.55,32.20,30.25,28.75,28.0,25.75,22.25
09230131,33.87,32.17,30.25,28.75,28.0,25.75,22.25
09230141,33.74,32.22,30.5,28.75,28.0,25.75,22.25
09230151,33.30,32.08,30.25,28.75,28.0,25.75,22.25
09230201,32.90,32.41,30.5,28.75,28.0,25.75,22.25
09230211,32.49,32.41,30.25,28.75,28.0,25.75,22.25
09230221,33.38,32.01,30.25,28.75,28.0,25.75,22.25
09230231,35.03,32.48,30.25,28.75,28.0,25.75,22.25
09230241,33.74,32.42,30.25,28.75,28.0,25.75,22.25
09230251,35.38,32.15,30.25,28.75,28.0,25.75,22.25
09230301,34.10,32.35,30.25,28.75,28.0,25.75,22.25
09230311,34.22,32.03,30.25,28.75,28.0,25.75,22.25
09230321,32.18,32.51,30.25,28.75,28.0,25.75,22.25
09230331,33.09,32.54,30.25,28.75,28.0,25.75,22.25
09230341,33.42,32.21,30.25,28.75,28.0,25.75,22.25
09230351,33.71,32.44,30.25,28.75,28.0,25.75,22.25
09230401,32.67,32.70,30.25,28.75,28.0,25.75,22.25
09230412,34.23,32.56,30.25,28.75,28.0,25.75,22.25
09230422,33.33,32.34,30.25,28.75,28.0,25.75,22.25
09230432,33.10,32.31,30.25,28.75,28.0,25.75,22.25
09230442,34.42,32.16,30.25,28.75,28.0,25.75,22.25
09230452,33.78,32.42,30.25,28.75,28.0,25.75,22.25
09230502,33.03,32.25,30.25,28.75,28.0,25.75,22.25
09230512,33.19,32.38,30.25,28.75,28.0,25.75,22.25
09230522,34.97,32.02,30.25,28.75,28.0,25.75,22.25
09230532,32.00,32.52,30.25,28.75,28.0,25.75,22.25
09230542,33.68,32.24,30.25,28.75,28.0,25.75,22.25
09230552,34.52,32.17,30.25,28.75,28.0,25.75,22.25
09230602,33.90,32.39,30.25,28.75,28.0,25.75,22.25
09230612,33.41,32.12,30.25,28.75,28.0,25.75,22.25
09230622,35.26,32.28,30.25,28.75,28.0,25.75,22.25
09230632,33.94,32.31,30.25,28.75,28.0,25.75,22.25
09230642,33.81,32.44,30.25,28.75,28.0,25.75,22.25
09230652,33.16,32.51,30.25,28.75,28.0,25.75,22.25
09230702,33.94,32.19,30.25,28.75,28.0,25.75,22.25
09230712,33.84,32.61,30.25,28.75,28.0,25.75,22.25
09230722,33.93,32.30,30.25,28.75,28.0,25.75,22.25
09230732,33.74,32.10,30.25,28.75,28.0,25.75,22.25
09230742,33.81,32.05,30.25,28.75,28.0,25.75,22.25
09230752,33.10,32.20,30.25,28.75,28.0,25.75,22.25
09230802,33.71,32.18,30.25,28.75,28.0,25.75,22.25
09230812,34.97,32.39,30.25,28.75,28.0,25.75,22.25
09230822,33.96,32.55,30.25,28.75,28.0,25.75,22.25
09230832,33.88,32.35,30.25,28.75,28.0,25.75,22.25
09230842,34.72,32.01,30.25,28.75,28.0,25.75,22.25
09230852,33.73,32.41,30.5,28.75,28.0,25.75,22.25
09230902,33.41,32.45,30.25,28.75,28.0,25.75,22.25
09230912,33.81,32.57,30.5,28.75,28.0,25.75,22.25
09230922,32.63,32.46,30.25,28.75,28.0,25.75,22.25
09230932,33.58,32.67,30.25,28.75,28.0,25.75,22.25
09230942,33.71,32.56,30.25,28.75,28.0,25.75,22.25
09230952,33.15,32.38,30.25,28.75,28.0,25.75,22.25
09231002,33.29,32.50,30.25,28.75,28.0,25.75,22.25
09231012,34.65,32.35,30.25,28.75,28.0,25.75,22.25
09231022,35.08,32.29,30.25,28.75,28.0,25.75,22.25
09231032,33.24,32.20,30.25,28.75,28.0,25.75,22.25
09231042,33.79,32.42,30.25,28.75,28.0,25.75,22.25
09231052,33.10,32.47,30.25,28.75,28.0,25.75,22.25
09231102,33.68,32.38,30.25,28.75,28.0,25.75,22.25
09231112,33.41,32.49,30.25,28.75,28.0,25.75,22.25
09231122,32.86,32.38,30.25,28.75,28.0,25.75,22.25
09231132,32.17,32.28,30.25,28.75,28.0,25.75,22.25
09231142,33.56,32.31,30.25,28.75,28.0,25.75,22.25
09231152,32.49,32.24,30.25,28.75,28.0,25.75,22.25
09231202,33.21,32.26,30.25,28.75,28.0,25.75,22.25
09231212,35.00,32.18,30.25,28.75,28.0,25.75,22.25
09231222,32.84,32.21,30.25,28.75,28.0,25.75,22.25
09231232,33.67,32.17,30.25,28.75,28.0,25.75,22.25
09231242,33.79,31.89,30.25,28.75,28.0,25.75,22.25
09231252,32.06,32.25,30.25,28.75,28.0,25.75,22.25
09231302,32.37,32.31,30.25,28.75,28.0,25.5,22.25
09231313,34.02,32.47,30.25,28.75,28.0,25.75,22.25
09231323,32.73,32.12,30.25,28.75,28.0,25.75,22.25
09231333,33.93,32.31,30.25,28.75,28.0,25.75,22.25
09231343,34.11,31.98,30.25,28.75,28.0,25.75,22.25
09231353,32.95,32.48,30.5,28.75,28.0,25.75,22.25
09231403,33.25,32.64,30.25,28.75,28.0,25.75,22.25
09231413,32.84,32.28,30.25,28.75,28.0,25.75,22.25
09231423,34.00,32.31,30.25,28.75,28.0,25.75,22.25
09231433,34.05,32.24,30.5,28.75,28.0,25.75,22.25
09231443,33.65,32.26,30.25,28.75,28.0,25.75,22.25
09231453,34.37,32.33,30.25,28.75,28.0,25.75,22.25
09231503,33.19,32.36,30.25,28.75,28.0,25.75,22.25
09231513,34.34,32.03,30.25,28.75,28.0,25.75,22.25
09231523,33.99,32.18,30.25,28.75,28.0,25.75,22.25
09231533,33.97,32.07,30.25,28.75,28.0,25.75,22.25
09231543,33.04,32.41,30.25,28.75,28.0,25.75,22.25
09231553,34.42,32.27,30.25,28.75,28.0,25.75,22.25
09231603,34.08,32.44,30.25,28.75,28.0,25.75,22.25
09231613,34.43,32.18,30.25,28.75,28.0,25.75,22.25
09231623,35.06,31.98,30.25,28.75,28.0,25.75,22.25
09231633,33.44,32.11,30.25,28.75,28.0,25.75,22.25
09231643,32.77,32.22,30.25,28.75,28.0,25.5,22.25
09231653,33.47,32.42,30.25,28.75,28.0,25.75,22.25
09231703,33.68,32.09,30.25,28.75,28.0,25.75,22.25
09231713,33.21,32.05,30.25,28.75,28.0,25.75,22.0
09231723,34.26,32.25,30.25,28.75,28.0,25.75,22.25
09231733,32.81,32.11,30.25,28.75,28.0,25.75,22.25
09231743,34.36,32.28,30.25,28.75,28.0,25.75,22.25
09231753,33.07,32.32,30.25,28.75,28.0,25.75,22.25
09231803,32.66,32.08,30.25,28.75,28.0,25.75,22.25
09231813,33.29,32.52,30.25,28.75,28.0,25.75,22.25
09231823,33.56,32.31,30.25,28.75,28.0,25.75,22.25
09231833,33.32,32.17,30.25,28.75,28.0,25.75,22.25
09231843,33.53,32.17,30.25,28.75,28.0,25.75,22.25
09231853,33.25,32.56,30.25,28.75,28.0,25.75,22.25
09231903,33.73,32.16,30.25,28.75,28.0,25.75,22.25
09231913,34.75,32.56,30.25,28.75,28.0,25.75,22.25
09231923,33.96,32.30,30.25,28.75,28.0,25.75,22.25
09231933,33.93,32.48,30.25,28.75,28.0,25.75,22.25
09231943,32.17,32.32,30.25,28.75,28.0,25.75,22.25
09231953,33.73,32.25,30.25,28.75,28.0,25.75,22.25
09232003,34.00,32.31,30.25,28.75,28.0,25.75,22.25
09232013,34.59,32.31,30.25,28.75,28.0,25.75,22.25
09232023,34.23,32.23,30.25,28.75,28.0,25.75,22.25
09232033,32.95,32.42,30.25,28.75,28.0,25.75,22.25
09232043,33.82,32.45,30.25,28.75,28.0,25.75,22.25
09232053,34.49,32.41,30.25,28.75,28.0,25.75,22.25
09232103,34.26,32.23,30.25,28.75,28.0,25.75,22.25
09232113,34.05,32.25,30.25,28.75,28.0,25.75,22.25
09232123,33.45,32.02,30.25,28.75,28.0,25.75,22.25
09232133,33.99,32.52,30.25,28.75,28.0,25.75,22.25
09232143,33.53,32.51,30.25,28.75,28.0,25.75,22.25
09232153,32.78,32.22,30.25,28.75,28.0,25.75,22.25
09232204,33.42,32.24,30.25,28.75,28.0,25.75,22.0
09232214,33.67,32.38,30.25,28.75,28.0,25.75,22.0
09232224,33.25,32.21,30.25,28.75,28.0,25.75,22.25
09232234,33.29,32.11,30.25,28.75,28.0,25.75,22.25
09232244,33.97,32.30,30.25,28.75,28.0,25.75,22.0
09232254,33.19,32.36,30.25,28.75,28.0,25.75,22.25
09232304,33.68,32.37,30.25,28.75,28.0,25.75,22.25
09232314,33.76,32.34,30.25,28.75,28.0,25.75,22.25
09232324,33.70,32.35,30.25,28.75,28.0,25.75,22.25
09232334,31.94,32.42,30.25,28.75,28.0,25.75,22.25
09232344,33.44,32.41,30.25,28.75,28.0,25.75,22.25
09232354,33.09,32.01,30.25,28.75,28.0,25.75,22.25
09232404,34.10,32.18,30.25,28.75,28.0,25.75,22.25
09232414,33.52,32.09,30.25,28.75,28.0,25.75,22.25
09232424,33.29,32.10,30.25,28.75,28.0,25.5,22.0
09232434,33.79,32.00,30.25,28.75,28.0,25.75,22.25
09232444,33.36,32.37,30.25,28.75,28.0,25.75,22.25
09232454,33.38,32.34,30.25,28.75,28.0,25.75,22.25
09232504,34.37,32.11,30.25,28.75,28.0,25.75,22.25
09232514,32.90,32.15,30.25,28.75,28.0,25.75,22.25
09232524,33.64,32.41,30.25,28.75,28.0,25.75,22.25
09232534,32.31,32.25,30.25,28.75,28.0,25.75,22.25
09232544,33.99,32.21,30.25,28.75,28.0,25.75,22.25
09232554,33.88,32.08,30.25,28.75,28.0,25.75,22.25
09232604,34.51,32.45,30.25,28.75,28.0,25.75,22.25
09232614,32.84,32.12,30.25,28.75,28.0,25.75,22.25
09232624,33.50,32.10,30.25,28.75,28.0,25.75,22.25
09232634,34.19,32.27,30.25,28.75,28.0,25.75,22.25
09232644,33.03,32.11,30.25,28.75,28.0,25.75,22.25
09232654,33.91,32.10,30.25,28.75,28.0,25.75,22.25
09232704,34.00,32.11,30.25,28.75,28.0,25.75,22.25
09232714,34.49,32.38,30.25,28.75,28.0,25.5,22.0
09232724,34.46,32.36,30.25,28.75,28.0,25.75,22.25
09232734,32.61,32.36,30.25,28.75,28.0,25.75,22.25
09232744,33.61,32.21,30.25,28.75,28.0,25.5,22.25
09232754,33.56,32.19,30.25,28.75,28.0,25.75,22.25
09232804,33.22,32.21,30.25,28.75,28.0,25.5,22.25
09232814,33.42,32.25,30.25,28.75,28.0,25.5,22.0
09232824,34.10,32.67,30.25,28.75,28.0,25.75,22.25
09232834,32.34,32.27,30.25,28.75,28.0,25.75,22.25
09232844,32.66,32.33,30.25,28.75,28.0,25.75,22.0
09232854,33.56,32.34,30.25,28.75,28.0,25.75,22.25
09232904,33.94,32.10,30.25,28.75,28.0,25.5,22.25
09232914,32.77,32.69,30.25,28.75,28.0,25.75,22.25
09232924,33.73,32.18,30.25,28.75,28.0,25.75,22.25
09232934,33.10,32.27,30.25,28.75,28.0,25.75,22.0
09232944,34.33,32.24,30.25,28.75,28.0,25.75,22.25
09232954,34.89,32.37,30.25,28.75,28.0,25.75,22.25
09233004,32.61,32.45,30.25,28.75,28.0,25.75,22.0
09233014,34.17,31.88,30.25,28.75,28.0,25.75,22.25
09233024,33.04,32.31,30.25,28.75,28.0,25.75,22.25
09233034,33.56,32.34,30.25,28.75,28.0,25.75,22.25
09233044,33.09,32.33,30.25,28.75,28.0,25.75,22.25
09233054,33.25,32.05,30.25,28.75,28.0,25.5,22.25
09233105,33.29,32.26,30.25,28.75,28.0,25.75,22.0
09233115,33.19,32.34,30.25,28.75,28.0,25.75,22.25
09233125,33.32,32.14,30.25,28.75,28.0,25.75,22.25
09233135,32.25,32.15,30.25,28.75,27.75,25.75,22.0
09233145,33.35,32.51,30.25,28.75,28.0,25.5,22.25
09233155,32.90,32.13,30.25,28.75,28.0,25.75,22.0
09233205,33.45,32.23,30.25,28.75,28.0,25.75,22.25
09233215,32.38,32.32,30.25,28.75,28.0,25.75,22.25
09233225,32.63,32.31,30.25,28.75,28.0,25.5,22.25
09233235,33.68,31.89,30.25,28.75,28.0,25.75,22.25
09233245,33.07,32.06,30.25,28.75,28.0,25.5,22.25
09233255,34.19,32.05,30.25,28.75,28.0,25.75,22.25
09233305,32.57,31.95,30.25,28.75,28.0,25.75,22.25
09233315,34.26,32.07,30.25,28.75,28.0,25.75,22.25
09233325,33.79,32.33,30.25,28.75,28.0,25.75,22.0
09233335,33.64,32.34,30.25,28.75,28.0,25.75,22.25
09233345,32.43,32.21,30.25,28.75,28.0,25.75,22.0
09233355,32.37,32.13,30.25,28.75,28.0,25.75,22.25
09233405,33.44,32.48,30.25,28.75,28.0,25.75,22.25
09233415,33.27,32.50,30.25,28.75,27.75,25.75,22.25
09233425,33.01,32.17,30.25,28.75,28.0,25.75,22.0
09233435,33.35,32.34,30.25,28.75,28.0,25.75,22.0
09233445,33.41,32.59,30.25,28.75,28.0,25.75,22.25
09233455,34.25,32.31,30.25,28.75,28.0,25.75,22.0
09233505,34.63,32.16,30.25,28.75,28.0,25.75,22.0
09233515,32.43,32.16,30.25,28.75,28.0,25.5,22.25
09233525,32.90,32.23,30.25,28.75,28.0,25.75,22.0
09233535,32.96,32.11,30.25,28.75,28.0,25.75,22.25
09233545,33.27,32.12,30.25,28.75,27.75,25.75,22.25
09233555,33.71,32.17,30.25,28.75,28.0,25.5,22.25
09233605,33.44,32.23,30.25,28.75,28.0,25.75,22.25
09233615,33.25,32.44,30.25,28.75,28.0,25.75,22.0
09233625,32.98,32.07,30.25,28.75,28.0,25.75,22.0
09233635,32.73,32.05,30.25,28.75,28.0,25.75,22.0
09233645,33.67,32.63,30.25,28.75,28.0,25.75,22.0
09233655,33.33,32.18,30.25,28.75,28.0,25.75,22.0
09233705,32.84,32.25,30.25,28.75,28.0,25.5,22.0
09233715,34.13,32.45,30.25,28.75,28.0,25.75,22.0
09233725,32.43,31.98,30.25,28.75,28.0,25.75,22.0
09233735,33.67,32.36,30.25,28.75,28.0,25.75,22.0
09233745,33.87,32.21,30.25,28.75,28.0,25.75,22.25
09233755,32.75,32.57,30.25,28.75,28.0,25.75,22.0
09233805,32.93,32.42,30.25,28.75,28.0,25.75,22.25
09233815,34.00,32.18,30.25,28.75,28.0,25.75,22.25
09233825,33.03,32.24,30.25,28.75,28.0,25.5,22.25
09233835,34.07,32.34,30.25,28.75,27.75,25.75,22.0
09233845,34.75,32.34,30.25,28.75,28.0,25.75,22.0
09233855,33.48,32.20,30.25,28.75,28.0,25.5,22.25
09233905,34.22,32.40,30.25,28.75,28.0,25.5,22.0
09233915,32.34,32.54,30.25,28.75,28.0,25.75,22.0
09233925,33.47,32.22,30.25,28.75,28.0,25.5,22.0
09233935,33.16,32.36,30.25,28.75,28.0,25.75,22.0
09233945,33.47,32.07,30.25,28.75,28.0,25.75,22.0
09233956,32.90,32.15,30.25,28.75,27.75,25.5,22.0
09234006,33.32,32.27,30.25,28.75,27.75,25.5,22.0
09234016,32.95,32.25,30.25,28.75,28.0,25.75,22.0
09234026,32.70,31.97,30.25,28.75,28.0,25.5,22.0
09234036,32.87,32.34,30.25,28.75,28.0,25.5,22.25
09234046,33.94,32.20,30.25,28.75,27.75,25.75,22.0
09234056,33.13,31.98,30.25,28.75,28.0,25.75,22.0
09234106,34.42,31.94,30.25,28.75,28.0,25.75,22.0
09234116,34.95,32.34,30.25,28.75,27.75,25.5,22.0
09234126,32.93,32.03,30.25,28.75,28.0,25.75,22.0
09234136,33.90,32.20,30.25,28.75,27.75,25.75,22.0
09234146,33.58,32.25,30.25,28.75,28.0,25.75,22.0
09234156,33.33,32.30,30.25,28.75,28.0,25.75,22.0
09234206,33.32,32.11,30.25,28.75,27.75,25.75,22.0
09234216,34.59,32.16,30.25,28.75,28.0,25.5,22.0
09234226,33.76,31.89,30.25,28.75,27.75,25.5,22.0
09234236,32.46,32.38,30.25,28.75,28.0,25.5,22.25
09234246,32.61,32.11,30.25,28.75,27.75,25.75,22.0
09234256,33.42,32.21,30.25,28.75,28.0,25.5,22.0
09234306,32.80,32.02,30.25,28.75,28.0,25.75,22.0
09234316,34.57,32.13,30.25,28.75,28.0,25.75,22.0
09234326,32.72,31.68,30.25,28.75,27.75,25.5,22.0
09234336,34.05,32.30,30.25,28.75,27.75,25.5,22.0
09234346,33.24,31.89,30.25,28.75,28.0,25.5,22.0
09234356,33.59,32.47,30.25,28.75,28.0,25.75,22.0
09234406,32.54,32.21,30.25,28.5,27.75,25.5,22.0
09234416,33.15,32.37,30.25,28.75,28.0,25.5,22.0
09234426,33.55,32.03,30.25,28.5,28.0,25.5,22.0
09234436,32.54,32.31,30.25,28.75,28.0,25.5,22.0
09234446,32.86,32.12,30.25,28.75,28.0,25.75,22.0
09234456,33.79,32.39,30.25,28.75,28.0,25.75,22.0
09234506,33.88,32.62,30.25,28.5,27.75,25.5,22.0
09234516,33.91,32.30,30.25,28.5,27.75,25.5,22.0
09234526,33.65,32.10,30.25,28.5,28.0,25.5,22.0
09234536,33.07,32.31,30.25,28.75,27.75,25.5,22.0
09234546,32.90,32.15,30.25,28.5,27.75,25.5,22.0
09234556,35.23,31.80,30.25,28.75,27.75,25.5,22.0
09234606,34.49,32.27,30.25,28.75,27.75,25.5,22.0
09234616,33.53,32.31,30.25,28.5,27.75,25.75,22.0
09234626,33.88,31.94,30.25,28.75,27.75,25.75,22.0
09234636,34.30,32.54,30.25,28.75,27.75,25.5,22.0
09234646,33.81,32.21,30.25,28.5,27.75,25.5,22.0
09234656,33.10,31.99,30.25,28.75,27.75,25.75,22.0
09234706,34.36,31.68,30.25,28.5,28.0,25.75,22.0
09234716,33.59,32.20,30.25,28.75,28.0,25.5,22.0
09234726,32.55,32.32,30.25,28.75,27.75,25.5,22.0
09234736,34.25,31.98,30.25,28.75,27.75,25.5,22.0
09234746,32.84,32.21,30.25,28.75,27.75,25.5,22.0
09234756,32.87,32.05,30.25,28.5,27.75,25.5,22.0
09234806,32.05,32.02,30.25,28.5,27.75,25.5,22.0
09234816,33.47,32.14,30.25,28.5,27.75,25.5,22.0
09234826,33.48,32.03,30.25,28.75,27.75,25.5,22.0
09234836,33.32,32.39,30.25,28.75,27.75,25.75,22.0
09234847,33.59,32.24,30.25,28.75,27.75,25.5,22.0
09234857,31.79,32.08,30.25,28.5,28.0,25.5,22.0
09234907,34.19,32.15,30.25,28.75,27.75,25.5,22.0
09234917,32.72,32.30,30.25,28.75,27.75,25.5,22.0
09234927,32.80,32.24,30.25,28.75,27.75,25.75,22.0
09234937,34.31,32.38,30.25,28.75,28.0,25.75,22.0
09234947,33.45,32.39,30.25,28.5,27.75,25.5,22.0
09234957,32.73,32.02,30.25,28.5,28.0,25.75,22.0
09235007,32.72,32.25,30.25,28.75,27.75,25.5,22.0
09235017,32.78,32.20,30.25,28.5,27.75,25.75,22.0
09235027,33.84,32.21,30.25,28.75,28.0,25.5,22.0
09235037,33.06,32.00,30.25,28.75,27.75,25.5,22.0
09235047,32.47,32.21,30.25,28.75,27.75,25.75,22.0
09235057,32.77,32.12,30.25,28.5,28.0,25.5,22.0
09235107,33.71,31.98,30.25,28.5,27.75,25.5,22.0
09235117,32.90,32.09,30.25,28.75,27.75,25.5,22.0
09235127,32.60,32.34,30.25,28.5,28.0,25.5,22.0
09235137,32.29,32.25,30.25,28.75,28.0,25.5,22.0
09235147,33.36,32.32,30.25,28.5,27.75,25.5,22.0
09235157,32.58,32.20,30.25,28.75,27.75,25.5,22.0
09235207,32.89,32.12,30.25,28.75,27.75,25.5,22.0
09235217,32.34,32.27,30.25,28.5,27.75,25.75,22.0
09235227,32.26,31.85,30.25,28.5,27.75,25.75,22.0
09235237,32.84,32.27,30.25,28.75,27.75,25.5,22.0
09235247,32.83,32.37,30.25,28.5,27.75,25.5,22.0
09235257,33.62,32.30,30.25,28.75,27.75,25.5,22.0
09235307,34.08,31.97,30.25,28.5,28.0,25.75,22.0
09235317,33.91,32.32,30.25,28.5,27.75,25.5,22.0
09235327,33.87,32.17,30.25,28.5,27.75,25.75,22.0
09235337,34.05,32.00,30.25,28.5,27.75,25.75,22.0
09235347,35.01,32.18,30.25,28.75,27.75,25.75,22.0
09235357,34.16,32.08,30.25,28.75,27.75,25.75,22.0
09235407,33.38,32.20,30.25,28.5,27.75,25.5,22.0
09235417,33.21,32.25,30.0,28.5,27.75,25.5,22.0
09235427,32.60,32.41,30.25,28.5,28.0,25.5,22.0
09235437,32.81,32.09,30.25,28.75,27.75,25.5,22.0
09235447,35.05,32.08,30.25,28.75,27.75,25.75,22.0
09235457,33.38,32.31,30.25,28.5,27.75,25.5,22.0
09235507,33.84,32.14,30.25,28.5,27.75,25.5,22.0
09235517,33.64,32.13,30.25,28.75,27.75,25.5,22.0
09235527,33.01,31.97,30.25,28.5,27.75,25.5,22.0
09235537,33.16,32.12,30.25,28.75,28.0,25.5,22.0
09235547,33.78,32.16,30.25,28.5,27.75,25.5,22.0
09235557,34.07,32.30,30.25,28.5,27.75,25.75,22.0
09235607,34.10,32.18,30.25,28.5,28.0,25.5,22.0
09235617,33.29,32.46,30.25,28.75,27.75,25.5,22.0
09235627,34.37,32.07,30.25,28.5,27.75,25.5,22.0
09235637,32.57,32.05,30.25,28.5,27.75,25.5,22.0
09235647,33.59,31.95,30.25,28.5,27.75,25.75,22.0
09235657,32.84,32.01,30.25,28.5,27.75,25.5,22.0
09235707,32.17,32.20,30.0,28.5,27.75,25.5,22.0
09235717,33.07,32.48,30.25,28.75,27.75,25.5,22.0
09235727,34.10,32.28,30.0,28.5,27.75,25.5,22.0
09235737,31.98,32.06,30.25,28.75,27.75,25.5,22.0
09235748,34.31,32.08,30.25,28.75,27.75,25.5,22.0
09235758,33.04,32.11,30.25,28.5,27.75,25.75,22.0
09235808,33.78,32.45,30.25,28.5,27.75,25.5,22.0
09235818,34.07,32.41,30.25,28.5,27.75,25.5,22.0
09235828,33.21,32.34,30.25,28.5,27.75,25.5,22.0
09235838,34.07,32.14,30.25,28.75,27.75,25.5,22.0
09235848,33.29,32.34,30.25,28.75,27.75,25.5,22.0
09235858,32.41,32.15,30.25,28.5,27.75,25.5,22.0
09235908,33.13,32.35,30.0,28.5,27.75,25.5,22.0
09235918,34.16,32.06,30.0,28.75,27.75,25.5,22.0
09235928,34.34,32.09,30.25,28.75,27.75,25.5,22.0
09235938,34.79,32.25,30.25,28.5,27.75,25.5,22.0
09235948,31.86,32.26,30.0,28.5,27.75,25.5,22.0
09235958,33.76,32.03,30.0,28.5,28.0,25.5,22.0
10000008,33.67,32.21,30.25,28.5,27.75,25.5,22.0
10000018,33.53,31.93,30.25,28.5,27.75,25.5,22.0
10000028,32.75,32.18,30.0,28.5,27.75,25.5,22.0
10000038,33.33,32.00,30.25,28.5,27.75,25.5,22.0
10000048,34.33,32.14,30.25,28.75,27.75,25.5,22.0
10000058,34.22,31.89,30.25,28.5,27.75,25.5,22.0
10000108,33.61,32.20,30.25,28.5,27.75,25.5,22.0
10000118,33.38,32.08,30.25,28.5,27.75,25.5,22.0
10000128,32.77,31.97,30.25,28.75,27.75,25.5,22.0
10000138,33.39,32.25,30.0,28.75,27.75,25.5,22.0
10000148,33.67,31.85,30.25,28.5,27.75,25.5,22.0
10000158,33.94,32.05,30.25,28.75,28.0,25.5,22.0
10000208,33.84,32.00,30.25,28.5,27.75,25.5,22.0
10000218,33.13,31.88,30.25,28.5,27.75,25.5,22.0
10000228,33.71,31.83,30.25,28.5,27.75,25.5,22.0
10000238,33.24,32.37,30.25,28.5,27.75,25.5,22.0
10000248,33.19,31.94,30.25,28.5,27.75,25.5,22.0
10000258,34.37,31.91,30.0,28.5,27.75,25.5,22.0
10000308,32.67,32.00,30.25,28.5,27.75,25.5,22.0
10000318,33.96,31.94,30.25,28.5,27.75,25.5,22.0
10000328,32.98,31.80,30.25,28.75,27.75,25.5,22.0
10000338,34.69,32.23,30.25,28.75,27.75,25.5,22.0
10000348,33.82,32.14,30.0,28.5,27.75,25.5,22.0
10000358,33.32,32.05,30.25,28.5,27.75,25.5,22.0
10000408,33.15,32.03,30.25,28.5,27.75,25.5,22.0
10000418,33.64,32.15,30.0,28.5,27.75,25.5,22.0
10000428,32.75,32.22,30.25,28.5,27.75,25.5,22.0
10000438,33.13,32.17,30.25,28.5,27.75,25.5,22.0
10000448,33.10,31.94,30.25,28.5,27.75,25.5,22.0
10000458,32.90,32.18,30.25,28.5,27.75,25.5,22.0
10000508,32.63,32.12,30.0,28.5,27.75,25.75,22.0
10000518,33.55,31.94,30.25,28.5,27.75,25.5,22.0
10000528,34.48,32.18,30.0,28.5,27.75,25.5,22.0
10000538,33.44,32.02,30.25,28.5,27.75,25.5,22.0
10000548,32.80,32.08,30.0,28.5,27.75,25.5,22.0
10000558,33.16,32.14,30.25,28.5,27.75,25.5,22.0
10000608,33.27,32.30,30.0,28.5,27.75,25.5,22.0
10000618,32.63,32.14,30.0,28.5,27.75,25.5,22.0
10000628,33.21,32.39,30.25,28.5,27.75,25.5,22.0
10000639,33.73,31.87,30.25,28.5,27.75,25.5,22.0
10000649,32.38,32.24,30.25,28.5,27.75,25.5,22.0
10000659,32.64,31.71,30.25,28.5,27.75,25.5,22.0
10000709,33.64,32.48,30.25,28.5,28.0,25.5,22.0
10000719,34.13,32.08,30.25,28.5,27.75,25.5,22.0
10000729,33.04,32.12,30.25,28.5,27.75,25.5,22.0
10000739,33.94,32.23,30.25,28.5,27.75,25.5,22.0
10000749,33.85,32.05,30.25,28.5,27.75,25.5,22.0
10000759,33.32,32.20,30.0,28.5,27.75,25.5,22.0
10000809,31.85,32.12,30.0,28.5,27.75,25.5,22.0
10000819,33.82,32.09,30.25,28.5,27.75,25.5,22.0
10000829,33.88,31.99,30.25,28.5,27.75,25.5,22.0
10000839,34.31,32.29,30.25,28.5,27.75,25.5,22.0
10000849,33.99,32.30,30.25,28.5,27.75,25.5,22.0
10000859,33.96,32.34,30.0,28.5,27.75,25.5,22.0
10000909,31.77,31.92,30.0,28.5,27.75,25.5,22.0
10000919,33.12,31.72,30.25,28.5,27.75,25.5,22.0
10000929,33.53,32.07,30.25,28.5,27.75,25.5,22.0
10000939,32.77,31.88,30.0,28.5,27.75,25.5,22.0
10000949,33.21,32.04,30.25,28.5,27.75,25.5,22.0
10000959,33.71,32.28,30.25,28.5,27.75,25.5,22.0
10001009,32.81,32.34,30.25,28.5,27.75,25.5,22.0
10001019,33.97,32.20,30.25,28.5,27.75,25.5,22.0
10001029,32.34,32.02,30.0,28.5,27.75,25.5,22.0
10001039,34.28,32.49,30.25,28.5,27.75,25.5,22.0
10001049,33.85,32.03,30.0,28.5,27.75,25.5,22.0
10001059,33.87,32.28,30.25,28.5,27.75,25.5,22.0
10001109,32.54,32.08,30.25,28.5,27.75,25.5,22.0
10001119,32.44,32.07,30.25,28.5,27.75,25.5,22.0
10001129,33.48,32.24,30.0,28.5,27.75,25.5,22.0
10001139,32.78,31.84,30.25,28.5,27.75,25.5,22.0
10001149,32.32,31.82,30.25,28.5,27.75,25.5,22.0
10001159,33.65,32.28,30.25,28.5,27.75,25.5,22.0
10001209,33.71,31.97,30.0,28.5,27.75,25.5,22.0
